keyword,page_slug,hub,priority,search_intent,market,keyword_role,volume,kd,cpc,last_checked,tag_string
metal NFC business card,/products/metal-business-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
metal visiting card,/products/metal-business-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
NFC business card,/nfc-business-card-india,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
nfc business card bangalore,/digital-business-card-bangalore,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
nfc business card delhi,/digital-business-card-delhi,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
nfc business card for ca india,/digital-business-card-for-ca,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
nfc business card for corporate india,/digital-business-card-for-teams,business,P1,transactional,IN+GLOBAL,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
NFC business card for doctors,/digital-business-card-for-doctors,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
NFC business card for freelancers,/digital-business-card-for-freelancers,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
nfc business card for lawyers india,/digital-business-card-for-lawyers,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
NFC business card for real estate agents,/digital-business-card-for-real-estate-agents,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
nfc business card mumbai,/digital-business-card-mumbai,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
nfc card for startup india,/digital-business-card-for-teams,business,P1,transactional,IN+GLOBAL,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
NFC metal card,/products/metal-business-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
NFC review card india,/products/review-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
premium business card NFC,/products/metal-business-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
professional digital business card for doctors,/digital-business-card-for-doctors,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
professional digital business card for freelancers,/digital-business-card-for-freelancers,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
professional digital business card for real estate agents,/digital-business-card-for-real-estate-agents,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
professional identity platform,/business-identity,business,P1,commercial,IN+GLOBAL,secondary,,,,,hub:business;priority:P1;intent:commercial;role:secondary
professional NFC business card for doctors,/digital-business-card-for-doctors,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
professional NFC business card for freelancers,/digital-business-card-for-freelancers,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
professional NFC business card for real estate agents,/digital-business-card-for-real-estate-agents,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
profiletap business ai,/business-ai,business,P1,commercial,IN,secondary,,,,,hub:business;priority:P1;intent:commercial;role:secondary
PVC NFC card,/products/pvc-business-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
QR code business card,/qr-business-card,business,P1,transactional,IN+GLOBAL,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
QR code profile for doctors,/digital-business-card-for-doctors,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
QR code profile for freelancers,/digital-business-card-for-freelancers,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
QR code profile for real estate agents,/digital-business-card-for-real-estate-agents,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
review card for business,/products/review-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
share nfc card on whatsapp india,/blog/how-to-share-digital-business-card-on-whatsapp,business,P1,informational,IN,secondary,,,,,hub:business;priority:P1;intent:informational;role:secondary
smart business tools india,/business-ai,business,P1,commercial,IN,secondary,,,,,hub:business;priority:P1;intent:commercial;role:secondary
smart card for chartered accountant india,/digital-business-card-for-ca,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
smart card for lawyers india,/digital-business-card-for-lawyers,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
tap to review card,/products/review-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
TapMo alternative India,/tapmo-alternative,business,P1,comparison,IN,secondary,,,,,hub:business;priority:P1;intent:comparison;role:secondary
TapOnn alternative India,/taponn-alternative,business,P1,comparison,IN,secondary,,,,,hub:business;priority:P1;intent:comparison;role:secondary
v1ce alternative for india,/v1ce-alternative-india,business,P1,comparison,IN,secondary,,,,,hub:business;priority:P1;intent:comparison;role:secondary
v1ce alternative india,/profiletap-vs-v1ce,business,P1,comparison,IN+GLOBAL,secondary,,,,,hub:business;priority:P1;intent:comparison;role:secondary
v1ce vs profiletap,/v1ce-alternative-india,business,P1,comparison,IN,secondary,,,,,hub:business;priority:P1;intent:comparison;role:secondary
v1ce vs profiletap india,/profiletap-vs-v1ce,business,P1,comparison,IN+GLOBAL,secondary,,,,,hub:business;priority:P1;intent:comparison;role:secondary
white PVC business card,/products/pvc-business-cards,business,P1,transactional,IN,secondary,,,,,hub:business;priority:P1;intent:transactional;role:secondary
digital profile free,/products/digital-profiles,platform,P1,transactional,IN+GLOBAL,primary,,,,,hub:platform;priority:P1;intent:transactional;role:primary
profiletap products,/products,platform,P1,transactional,IN+GLOBAL,primary,,,,,hub:platform;priority:P1;intent:transactional;role:primary
smart identity platform,/,platform,P1,commercial,IN+GLOBAL,primary,,,,,hub:platform;priority:P1;intent:commercial;role:primary
buy profiletap,/products,platform,P1,transactional,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:transactional;role:secondary
create digital profile free,/products/digital-profiles,platform,P1,transactional,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:transactional;role:secondary
digital identity card system,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
digital identity platform,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
digital identity profile,/products/digital-profiles,platform,P1,transactional,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:transactional;role:secondary
digital profile builder,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
digital profile management system,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
digital profile system India,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
digital visiting card online,/products/digital-profiles,platform,P1,transactional,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:transactional;role:secondary
free digital business profile,/products/digital-profiles,platform,P1,transactional,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:transactional;role:secondary
identity management platform,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
identity platform India,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
online identity profile platform,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
online identity system,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
personal identity management system,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
profiletap shop,/products,platform,P1,transactional,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:transactional;role:secondary
profiletap store,/products,platform,P1,transactional,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:transactional;role:secondary
smart profile platform,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
unified identity platform,/,platform,P1,commercial,IN+GLOBAL,secondary,,,,,hub:platform;priority:P1;intent:commercial;role:secondary
smart luggage tag vs airtag india,/airtag-alternative-luggage-tag,travel,P1,comparison,IN,primary,,,,,hub:travel;priority:P1;intent:comparison;role:primary
airtag alternative luggage tag india,/airtag-alternative-luggage-tag,travel,P1,comparison,IN,secondary,,,,,hub:travel;priority:P1;intent:comparison;role:secondary
luggage qr tag vs airtag,/airtag-alternative-luggage-tag,travel,P1,comparison,IN,secondary,,,,,hub:travel;priority:P1;intent:comparison;role:secondary
nfc luggage tag vs bluetooth tracker india,/airtag-alternative-luggage-tag,travel,P1,comparison,IN,secondary,,,,,hub:travel;priority:P1;intent:comparison;role:secondary
ai review management,/ai-review-assist,business,P2,commercial,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:commercial;role:primary
blinq alternative,/blinq-alternative,business,P2,comparison,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:comparison;role:primary
digital business card chennai,/digital-business-card-chennai,business,P2,transactional,IN,primary,,,,,hub:business;priority:P2;intent:transactional;role:primary
digital business card for architects india,/digital-business-card-for-architects,business,P2,transactional,IN,primary,,,,,hub:business;priority:P2;intent:transactional;role:primary
digital business card for coaches india,/digital-business-card-for-coaches,business,P2,transactional,IN,primary,,,,,hub:business;priority:P2;intent:transactional;role:primary
digital business card for consultants india,/digital-business-card-for-consultants,business,P2,transactional,IN,primary,,,,,hub:business;priority:P2;intent:transactional;role:primary
digital business card hyderabad,/digital-business-card-hyderabad,business,P2,transactional,IN,primary,,,,,hub:business;priority:P2;intent:transactional;role:primary
digital visiting card vs digital business card india,/blog/digital-visiting-card-vs-digital-business-card-india,business,P2,informational,IN,primary,,,,,hub:business;priority:P2;intent:informational;role:primary
google review management,/google-review-management,business,P2,commercial,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:commercial;role:primary
how to collect google reviews with nfc card,/blog/collect-google-reviews-nfc-card,business,P2,informational,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:informational;role:primary
karetap alternative,/karetap-alternative,business,P2,comparison,IN,primary,,,,,hub:business;priority:P2;intent:comparison;role:primary
mobilo alternative india,/mobilo-alternative-india,business,P2,comparison,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:comparison;role:primary
NFC business standee,/products/business-standees,business,P2,transactional,IN,primary,,,,,hub:business;priority:P2;intent:transactional;role:primary
NFC keychain,/products/keychains,business,P2,transactional,IN,primary,,,,,hub:business;priority:P2;intent:transactional;role:primary
profiletap vs hihello,/profiletap-vs-hihello,business,P2,comparison,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:comparison;role:primary
profiletap vs mobilo,/profiletap-vs-mobilo,business,P2,comparison,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:comparison;role:primary
profiletap vs tapmo,/profiletap-vs-tapmo,business,P2,comparison,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:comparison;role:primary
uniqode alternative india,/uniqode-alternative-india,business,P2,comparison,IN+GLOBAL,primary,,,,,hub:business;priority:P2;intent:comparison;role:primary
what is call masking in india,/blog/what-is-call-masking-india,business,P2,informational,IN,primary,,,,,hub:business;priority:P2;intent:informational;role:primary
ai assist reviews,/ai-review-assist,business,P2,commercial,IN+GLOBAL,secondary,,,,,hub:business;priority:P2;intent:commercial;role:secondary
ai review online,/ai-review-assist,business,P2,commercial,IN+GLOBAL,secondary,,,,,hub:business;priority:P2;intent:commercial;role:secondary
ai review qr,/ai-review-assist,business,P2,commercial,IN+GLOBAL,secondary,,,,,hub:business;priority:P2;intent:commercial;role:secondary
ai review system,/ai-review-assist,business,P2,commercial,IN+GLOBAL,secondary,,,,,hub:business;priority:P2;intent:commercial;role:secondary
ai reviews app,/ai-review-assist,business,P2,commercial,IN+GLOBAL,secondary,,,,,hub:business;priority:P2;intent:commercial;role:secondary
